Geneid	Chr	Start	End	Strand	Length	Female.ovary_1Aligned.sortedByCoord.out.bam	Female.ovary_2Aligned.sortedByCoord.out.bam	Female.ovary_3Aligned.sortedByCoord.out.bam	Female.ovary_4Aligned.sortedByCoord.out.bam	Female.ovary_5Aligned.sortedByCoord.out.bam	Female.brain_1Aligned.sortedByCoord.out.bam	Female.brain_2Aligned.sortedByCoord.out.bam	Female.brain_3Aligned.sortedByCoord.out.bam	Female.brain_4Aligned.sortedByCoord.out.bam	Female_embryonic_brain_1Aligned.sortedByCoord.out.bam	Female_embryonic_brain_2Aligned.sortedByCoord.out.bam	Male.testis_1Aligned.sortedByCoord.out.bam	Male.testis_2Aligned.sortedByCoord.out.bam	Male.testis_3Aligned.sortedByCoord.out.bam
droNovLTRL2_LTR 1 273	chr3	80119595	80119858	-	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UcyLTRK5 170 218	chr3	80138228	80138280	-	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4352 4436	chr3	80537285	80537301	-	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgu_rep1-L_lycPyr 5032 5170	chr3	80841337	80841459	-	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 212 4148	chr3	80841487	80844783	+	3297	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Soprano-Lc_droNov_I-int 3840 5837	chr3	80844791	80846411	+	1621	0	2	0	2	0	0	1	0	1	0	0	0	0	0
Soprano-Lc_droNov_I-int 5830 5939	chr3	80846518	80846619	+	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-6347.inc 660 755	chr3	80846717	80846786	+	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRK7d 60 106	chr3	80966471	80966516	+	46	3	5	8	3	2	1	10	6	3	1	0	2	1	6
droNovLTRL2_LTR 1174 1287	chr3	81246955	81247084	-	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 5 1174	chr3	81247167	81248243	-	1077	5	6	3	2	6	12	7	5	12	4	2	0	3	1
droNovLTRL6_LTR 120 228	chr3	81281937	81282044	-	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
corCorLTR3a 34 74	chr3	81502985	81503023	+	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn4-97.inc 435 474	chr3	81579395	81579434	-	40	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ERV3-3_StHa-I 4278 4456	chr3	81695627	81695809	-	183	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Soprano-Lc_droNov_LTR 192 568	chr3	81775598	81776028	-	431	0	4	1	0	0	1	1	0	2	0	2	0	2	0
Soprano-Lb_droNov_LTR 998 1194	chr3	81856538	81856679	-	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-23_PMaj-I 651 732	chr3	81881167	81881255	+	89	0	2	0	0	2	0	2	2	2	0	0	0	0	1
strHab6-3313.inc 67 168	chr3	81907687	81907785	+	99	5	7	1	1	0	10	6	1	9	0	0	0	2	0
droNovLTRL2_LTR 7 443	chr3	82669787	82670218	-	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 548 705	chr3;chr4	82674488;9961257	82674664;9961422	-;-	343	0	2	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 558 621	chr3	82674703	82674765	-	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRK5c_I 1985 2046	chr3	82908991	82909055	+	65	0	0	0	0	0	2	1	0	3	0	1	0	0	1
TguLTR5b-Ld_lycPyr 3617 3663	chr3	83101300	83101345	-	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 7 756	chr3	83288295	83288920	-	626	0	1	0	0	0	0	0	0	0	0	0	0	0	0
lycPyrLTRK3 151 222	chr3	83337892	83337969	+	78	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTRL8_LTR 1 79	chr3;chr3	83365458;87238628	83365536;87238706	+;+	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 307 756	chr3	83600989	83601400	-	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 115 693	chr3	83731886	83732600	-	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 117 520	chr3	84061859	84062276	+	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 90 672	chr3	84062346	84062897	+	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 271 529	chr3	84165456	84165726	+	271	0	0	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTRL2_LTR 996 1318	chr3	84165878	84166172	-	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 68 532	chr3	84178705	84179532	-	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 69 181	chr3	84179574	84179684	-	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 532	chr3;chr3;chr3;chr3	84179829;84219795;84232927;84257537	84180365;84220268;84233398;84258092	-;-;-;-	2039	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 124 522	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr5	84180400;84187475;84191231;84200157;84219030;84232144;84234358;84247780;84265353;84271667;43868116	84180724;84187799;84191557;84200482;84219355;84232468;84234682;84248104;84265677;84271993;43868447	-;-;-;-;-;-;-;-;-;-;-	3588	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 93 532	chr3	84182069	84182654	-	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 529	chr3;chr3	84182661;84244971	84183151;84245473	-;-	994	0	0	0	0	0	1	0	0	0	0	0	0	0	0
strHab6-3313.inc 69 557	chr3;chr3	84183184;84186531	84183888;84187243	-;-	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 124 351	chr3;chr3;chr3;chr3;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	84183930;84200518;84219391;84232504;43862801;43863151;43863502;43866203;43867111;43868666;43873475;43883980;43885048;43886306;43889547;43889910;43892221;43892573;43892929;43893474;43894192;43894555;43896351;43897427;43898851;43900440;43900796;43902045;43907404;43908652;43909014;43909737;43911340;43911691;43914372;43917583;43918298;43922241;43923666;43924023;43924737;43930448;43930805;43933278;43933634;43935756;43937882;43938234;43941956;43942665;43945678;43946035;43946397;43949771;43950121;43950477;43954905;43956332;43956700;43958675;43960812;43962414;43965087;43966879;43968145;43972061;43973135;43973490	84184154;84200744;84219615;84232729;43863029;43863380;43863732;43866431;43867337;43868894;43873704;43884208;43885277;43886535;43889776;43890138;43892450;43892801;43893156;43893702;43894420;43894784;43896579;43897655;43899079;43900668;43901025;43902273;43907632;43908880;43909242;43909965;43911568;43911919;43914600;43917812;43918526;43922470;43923895;43924252;43924965;43930677;43931033;43933506;43933861;43935985;43938112;43938462;43942185;43942894;43945907;43946263;43946626;43949999;43950349;43950706;43955134;43956560;43956928;43958904;43961041;43962643;43965316;43967107;43968373;43972290;43973362;43973718	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	15583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 182 481	chr3;chr6	84184340;21665332	84184649;21665485	-;-	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 93 181	chr3	84184682	84184834	-	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 124 350	chr3;chr5	84186336;43915095	84186490;43915322	-;-	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 124 180	chr3;chr3;chr3	84187276;84199959;84271481	84187434;84200116;84271638	-;-;-	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 124 694	chr3	84187835	84188163	-	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 93 529	chr3	84188198	84188727	-	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 97 546	chr3	84188763	84189306	-	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 123 546	chr3;chr3	84189339;84198267	84190136;84199064	-;-	1596	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 360 472	chr3;chr3;chr3;chr3	84190320;84196276;84199248;84270048	84190428;84196384;84199355;84270155	-;-;-;-	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 183 481	chr3;chr3;chr3	84190469;84196425;84199396	84190632;84196589;84199559	-;-;-	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 352 481	chr3	84191072	84191190	-	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 667	chr3	84191593	84193593	-	2001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 546	chr3;chr3;chr3;chr3;chr3	84193626;84201818;84214181;84220304;84227845	84194531;84202723;84214705;84221404;84228772	-;-;-;-;-	4366	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 93 354	chr3;chr3	84194570;84202762	84194802;84202993	-;-	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 534	chr3;chr3;chr3;chr3;chr3;chr3;chr3	84194959;84211552;84222748;84228811;84238812;84242918;84251451	84195637;84212011;84223250;84229826;84239365;84243420;84251909	-;-;-;-;-;-;-	4174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 109 481	chr3;chr3	84195673;84203866	84196092;84204284	-;-	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 67 532	chr3;chr3	84196622;84204812	84197674;84205871	-;-	2113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 481	chr3;chr3;chr3;chr3;chr3;chr3	84197710;84212142;84213671;84223336;84226352;84237157	84198234;84212561;84214100;84223756;84226779;84238253	-;-;-;-;-;-	3321	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 562	chr3	84200727	84201785	-	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 66 549	chr3	84203149	84203829	-	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 183 472	chr3	84204468	84204779	-	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 527	chr3	84205907	84206433	-	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 121 531	chr3	84206466	84207259	-	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 68 562	chr3	84207445	84208153	-	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 66 537	chr3	84208234	84208762	-	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 2 635	chr3	84208798	84210065	-	1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 522	chr3;chr3;chr3;chr3	84210098;84221437;84241257;84249986	84211001;84222340;84242353;84250898	-;-;-;-	3818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 109 354	chr3	84211040	84211270	-	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 549	chr3	84214738	84215928	-	1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 537	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	84216478;84230667;84233434;84236046;84240153;84249102;84252792;84254994;84258880	84217485;84231919;84234133;84236511;84241221;84249673;84253400;84255604;84260124	-;-;-;-;-;-;-;-;-	7533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 123 480	chr3	84217518	84217937	-	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 355 481	chr3	84218308	84218432	-	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 109 181	chr3;chr3;chr3	84222379;84224285;84244447	84222452;84224358;84244520	-;-;-	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 540	chr3;chr3	84224328;84246309	84225340;84247555	-;-	2260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 266 353	chr3;chr3;chr3;chr3;chr3	84225373;84231952;84234166;84247588;84265161	84225458;84232037;84234251;84247673;84265246	-;-;-;-;-	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 124 481	chr3;chr3;chr3;chr3;chr3;chr3;chr3	84225570;84236798;84248140;84253713;84260347;84265713;84272029	84225842;84237070;84248483;84253975;84260619;84266057;84272373	-;-;-;-;-;-;-	2116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 123 350	chr3	84225929	84226154	-	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 123 481	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	84226935;84229915;84234718;84239401;84243545;84245598;84252038;84254073;84258128;84260706;84261828;84263319;84266833;84269485	84227728;84230334;84235518;84239820;84243924;84245977;84252459;84254415;84258547;84261049;84262245;84263662;84267252;84269864	-;-;-;-;-;-;-;-;-;-;-;-;-;-	6286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 182 470	chr3	84244110	84244408	-	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 123 345	chr3	84244637	84244861	-	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 568	chr3;chr3;chr3;chr3;chr3	84248456;84254388;84261022;84263635;84266030	84248982;84254958;84261792;84265128;84266747	-;-;-;-;-	4081	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 251 522	chr3	84255955	84256237	-	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 270 481	chr3	84256273	84256592	-	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 269	chr3	84256742	84256985	-	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 232 353	chr3	84260157	84260268	-	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 350	chr3	84262579	84262840	-	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 251 481	chr3	84262998	84263233	-	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 336 537	chr3	84267585	84267726	-	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 108 335	chr3	84267776	84267933	-	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 123 532	chr3	84267968	84268670	-	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 117 568	chr3	84268643	84269316	-	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 117 537	chr3	84270196	84271448	-	1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 135 568	chr3	84272346	84272924	-	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 110 557	chr3	84272960	84273944	-	985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 135 532	chr3	84274130	84274836	-	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 115 694	chr3	84274837	84275938	-	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 725 1186	chr3	84422921	84423383	+	463	0	0	0	1	2	0	0	2	0	0	0	0	0	0
droNovLTRK2b_I 1553 1614	chr3	84423380	84423441	+	62	0	0	0	0	0	0	0	0	0	0	0	0	0	1
droNovLTRL1_LTR 310 522	chr3	84615706	84615926	+	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 345 396	chr3	85001929	85001979	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 706 1039	chr3	85116619	85116920	+	302	0	4	0	3	0	0	0	0	0	0	0	1	0	2
TguLTR11-Lc_droNov_LTR 396 1161	chr3	85210883	85211312	-	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 1 395	chr3	85211868	85212087	-	220	0	0	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTR3_LTR 516 672	chr3	85224962	85225102	+	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 421 1214	chr3	85245492	85245911	-	420	0	0	0	0	0	0	0	0	0	2	0	0	0	0
TguLTR11-Lc_droNov_LTR 1 420	chr3	85246473	85246692	-	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 1049	chr3	85321165	85322193	+	1029	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Soprano-Lc_droNov_LTR 1131 1195	chr3;chr4	85327861;33878824	85327931;33878896	-;+	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 1 2567	chr3	85327930	85330495	-	2566	0	1	0	0	0	0	3	1	0	0	0	0	0	0
droNovLTRL3_LTR 102 553	chr3	85421800	85422245	+	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 594 863	chr3	85422338	85422630	+	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 2 130	chr3	85863229	85863357	+	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 207 355	chr3	85863372	85863504	+	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL-B-int 3116 3179	chr3	86282927	86282995	-	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-22_PMaj-I 3146 3214	chr3	86282930	86283007	-	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 115 375	chr3	86479289	86479571	-	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 106 207	chr3	86479866	86479969	+	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 19 496	chr3	86654381	86654825	-	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 144 1054	chr3	86734706	86735595	-	890	5	3	1	1	2	0	2	0	1	0	0	4	0	1
droNovLTR3_LTR 1 143	chr3	86735630	86735774	-	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 3 518	chr3	86830118	86830600	+	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL7_LTR 663 704	chr3	87052947	87052990	+	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-11052.inc 958 1945	chr3	87246745	87247722	+	978	0	0	0	0	0	0	0	0	0	1	0	0	0	0
droNovLTRL1_LTR 313 526	chr3	87272448	87272530	+	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 215 757	chr3	87824135	87824631	-	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 1 311	chr3	87824712	87825053	-	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4311 4540	chr3	88045158	88045386	-	229	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTR4.inc 271 362	chr3	88333998	88334092	-	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 381 459	chr3	88379081	88379163	-	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 118 679	chr3	88379736	88380433	-	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 6 171	chr3	88690393	88690590	+	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 271 570	chr3	89132337	89132617	+	281	1	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1191 1286	chr3	89566490	89566587	-	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1074 1215	chr3	89566603	89566755	-	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 192	chr3	89566755	89566946	-	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_LTR 350 417	chr3	89582870	89582933	-	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_LTR 1 48	chr3	89582933	89582980	-	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 6 171	chr3	89954529	89954684	+	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-5705 197 265	chr3	89959859	89959924	+	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 292 374	chr3	90002521	90002604	-	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 180 522	chr3	90002704	90003062	+	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 191 372	chr3	90003168	90003353	-	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 69 190	chr3	90003380	90003495	-	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 262 532	chr3	90004412	90004704	-	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 360 473	chr3	90004794	90004903	-	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 68 481	chr3	90004938	90005418	-	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 141 380	chr3	90006905	90007148	-	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL4_LTR 270 656	chr3	90093360	90093746	+	387	0	0	0	0	0	2	0	0	0	0	2	0	0	0
droNovLTRL2_LTR 1213 1318	chr3	90171434	90171541	+	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-3_StHa-I 266 416	chr3;chr8	90186257;35191013	90186390;35191145	+;+	267	0	5	0	0	3	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 1 141	chr3	90282283	90282424	+	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL8_LTR 1 261	chr3	90315512	90315765	+	254	0	0	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTRL8_LTR 23 726	chr3	90316129	90316837	+	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL-B-int 2473 2504	chr3	90363784	90363815	-	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 338 830	chr3	91002527	91003013	-	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 136 385	chr3	91003013	91003242	-	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 106 520	chr3	91043706	91044246	-	541	0	0	0	0	0	0	0	0	1	0	0	0	0	0
calAnnLTRK2a_I 5443 5516	chr3	91251048	91251119	-	72	0	0	0	2	0	0	0	0	0	0	0	0	1	0
TguLTR6a-La_lycPyr.inc 4634 4709	chr3	91705757	91705846	-	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-7889.inc 1193 1231	chr3	91897013	91897051	+	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 65 597	chr3	92433652	92433672	+	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL3a4 259 339	chr3	93054004	93054091	-	88	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TguERVK4_LTR2b 118 163	chr3	93115389	93115430	-	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL11_LTR 1 669	chr3	93507374	93508007	+	634	1	7	3	1	3	10	1	2	1	0	0	2	2	3
strHab6-2410.inc 642 939	chr3	93508344	93508649	+	306	0	6	0	0	2	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 2203 2707	chr3	93509651	93510158	+	508	0	5	0	0	3	3	2	0	1	0	0	1	0	0
droNovLTR8.inc 2724 4083	chr3	93510702	93512032	+	1331	3	4	2	0	1	4	3	0	0	3	1	1	0	0
droNovLTRL11_LTR 399 674	chr3	93512024	93512288	+	265	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Soprano-Lc_droNov_LTR 201 577	chr3	93835482	93835914	+	433	0	0	0	0	0	0	0	0	0	0	0	0	2	0
strHabLTRL6_LTR 1 129	chr3	93887577	93887697	+	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 14 572	chr3	93912949	93917658	-	4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 66 480	chr3	93953731	93954061	-	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 67 366	chr3	93954101	93954295	+	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 67 696	chr3	93954300	93955372	-	1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 1 696	chr3	93961794	93962518	+	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 1 397	chr3	94175302	94175685	+	384	0	1	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 8 807	chr3	94364743	94365514	+	772	2	1	1	1	0	2	0	1	0	0	0	0	0	0
droNovLTR3_LTR 22 271	chr3	94420095	94420329	+	235	0	0	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTRL1_LTR 392 522	chr3	95518795	95518924	+	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 4939 6071	chr3	95592898	95594031	-	1134	0	4	1	2	1	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 1 628	chr3	95594019	95594644	-	626	0	1	0	0	0	0	0	1	1	0	0	0	0	0
calAnn4-903 1422 1493	chr3	95594646	95594766	-	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-3_StHa-I 7538 7587	chr3	95804029	95804073	+	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRK8_LTR 10 90	chr3	95892163	95892244	+	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL4_LTR 603 656	chr3;chr3	95988624;112464810	95988675;112464862	-;-	105	1	1	0	0	0	4	2	0	1	1	0	0	0	0
droNovLTRL4_LTR 408 540	chr3	95988693	95988825	-	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
