Geneid	Chr	Start	End	Strand	Length	Female.ovary_1Aligned.sortedByCoord.out.bam	Female.ovary_2Aligned.sortedByCoord.out.bam	Female.ovary_3Aligned.sortedByCoord.out.bam	Female.ovary_4Aligned.sortedByCoord.out.bam	Female.ovary_5Aligned.sortedByCoord.out.bam	Female.brain_1Aligned.sortedByCoord.out.bam	Female.brain_2Aligned.sortedByCoord.out.bam	Female.brain_3Aligned.sortedByCoord.out.bam	Female.brain_4Aligned.sortedByCoord.out.bam	Female_embryonic_brain_1Aligned.sortedByCoord.out.bam	Female_embryonic_brain_2Aligned.sortedByCoord.out.bam	Male.testis_1Aligned.sortedByCoord.out.bam	Male.testis_2Aligned.sortedByCoord.out.bam	Male.testis_3Aligned.sortedByCoord.out.bam
ERV2-3_StHa-I 155 241	chrZ	64809316	64809407	+	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 418 719	chrZ	64943915	64944210	+	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK4_I-int 4737 4820	chrZ	64982040	64982134	+	95	0	3	1	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 930 1318	chrZ	65225373	65225767	-	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2780 121 235	chrZ	65874429	65874719	+	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 401 756	chrZ	65874819	65875148	+	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 3759 4944	chrZ	65893026	65894215	-	1190	5	13	2	3	6	10	1	2	6	4	13	3	2	3
TguLTR11-Lb_droNov_LTR 201 889	chrZ	66139143	66139855	+	713	0	0	0	0	0	0	0	13	19	0	0	0	0	0
droNovLTRK5_LTR 317 391	chrZ	66221166	66221236	+	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV3_I-int 802 853	chrZ	66886861	66886914	+	54	0	5	0	1	1	0	0	0	1	0	1	1	1	1
calAnn6-2469.inc 1685 1735	chrZ	66966279	66966329	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_LTR 2 438	chrZ	67202251	67202676	-	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 686 911	chrZ	67408855	67409099	-	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 239	chrZ	67409095	67409307	-	213	0	0	0	0	1	0	1	0	1	0	0	0	0	1
droNovLTRL1_LTR 315 516	chrZ	67849851	67850056	+	206	0	0	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTR3_LTR 24 968	chrZ	68062404	68062961	+	558	0	0	0	1	0	0	4	0	0	0	0	0	0	0
droNovLTR3_LTR 969 1045	chrZ	68063319	68063362	+	44	0	0	0	0	0	0	1	0	0	0	0	0	0	0
strHab6-3313.inc 121 368	chrZ	68914667	68914836	-	170	0	1	0	0	0	0	0	0	0	0	0	1	0	2
droNovLTRL2_LTR 539 693	chrZ	69104596	69104757	-	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 3 641	chrZ	69104746	69105373	-	628	0	0	1	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 12 365	chrZ	69156082	69156456	+	375	9	0	0	0	0	0	0	0	0	0	0	1	0	0
droNovLTR3_LTR 336 638	chrZ	69156477	69156803	+	327	1	0	0	0	1	0	0	0	0	0	0	0	1	1
droNovLTRL2_LTR 896 1057	chrZ	69179067	69179240	-	174	0	2	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 51 531	chrZ	69179305	69179785	-	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRK2a_I 5460 5546	chrZ	69570478	69570561	-	84	0	0	0	0	0	0	0	0	0	0	1	0	0	0
calAnn6-2469.inc 1669 1731	chrZ	69859887	69859949	+	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 7 767	chrZ	71142778	71143551	-	774	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ERV1-11_PMaj-I 183 235	chrZ	71429492	71429544	+	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 245 510	chrZ	71640810	71641032	+	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 936 1244	chrZ	72401602	72401910	+	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 45 689	chrZ	72422750	72423382	-	633	0	0	0	0	0	2	0	2	0	0	0	0	0	0
droNovLTR3_LTR 2 44	chrZ	72423417	72423460	-	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1304 1393	chrZ	72476819	72476907	-	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 541 863	chrZ	72536569	72536930	-	362	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTRL3_LTR 1 167	chrZ	72536933	72537099	-	167	0	0	0	3	1	0	0	0	0	0	0	0	0	1
droNovLTRL2_LTR 1 725	chrZ	72769999	72770700	-	702	0	5	0	1	2	0	3	1	0	0	0	1	1	0
TguERV1-Le_corCor-int 1127 1170	chrZ	72968281	72968327	+	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 2 110	chrZ	73027282	73027420	+	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 103 189	chrZ	73027488	73027578	+	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 800 884	chrZ	73027649	73027740	+	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 744 1077	chrZ	73028820	73029155	+	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENS3-int 1563 1921	chrZ	73028932	73029296	+	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 905 993	chrZ	73029324	73029414	+	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 994 1176	chrZ	73029476	73029685	+	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 21 421	chrZ	73051520	73051942	+	423	0	0	0	0	0	3	0	6	8	0	0	0	0	0
GGERVL-C-int 5024 5081	chrZ	73239629	73239686	+	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 639	chrZ	74090088	74090717	+	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_MUn-I 5504 5549	chrZ	74180331	74180383	-	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4278 4569	chrZ	74193962	74194257	+	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 3 542	chrZ	74232597	74233127	+	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 845 1312	chrZ	74233124	74233588	+	465	0	0	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTRL2_LTR 941 1260	chrZ	74291398	74291749	+	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-8_PMaj-LTR 307 369	chrZ	74366302	74366368	-	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 181	chrZ	74411781	74411951	+	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 345 546	chrZ	74412467	74412663	+	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 7 119	chrZ	74412671	74412785	+	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 920 1054	chrZ	74413588	74413722	+	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 213 745	chrZ	74524046	74524590	-	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 997 1193	chrZ	74564286	74564425	+	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK1_I 1 1278	chrZ	74849489	74850754	+	1266	0	0	1	6	0	0	0	0	1	0	1	0	0	0
droNovLTRK1_I 2359 5662	chrZ	74850733	74854050	+	3318	3	6	2	4	0	1	0	0	2	0	1	2	1	4
droNovLTR3_LTR 366 467	chrZ	74993703	74993799	-	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 261 840	chrZ	75087660	75088203	-	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 241 502	chrZ	75105320	75105575	-	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 176 420	chrZ	75144140	75144374	-	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 937	chrZ	75158029	75158919	+	891	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 1 66	chrZ	75253628	75253690	-	63	0	0	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTRL3_LTR 828 863	chrZ	75314757	75314792	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 7 404	chrZ	75500396	75500786	+	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 686 837	chrZ	75566161	75566177	-	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 123 717	chrZ	75614590	75615160	+	571	0	0	0	0	0	0	0	0	0	1	1	0	0	0
droNovLTR3_LTR 889 1054	chrZ	75615153	75615317	+	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 6 270	chrZ	75787667	75787938	-	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 130	chrZ	75788176	75788309	+	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 257 509	chrZ	75931479	75931725	+	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 3 730	chrZ	75980660	75981286	+	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 731 742	chrZ	75981332	75981343	+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1255 1303	chrZ	75981380	75981428	+	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 39 283	chrZ	76126965	76127207	+	243	0	1	1	0	0	0	0	0	0	1	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 230 757	chrZ	76346259	76346797	-	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 311 526	chrZ	76489991	76490027	+	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2_I_Ucy-int 2784 2813	chrZ	76599427	76599456	-	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 153 522	chrZ	76655894	76656123	+	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 804 892	chrZ	77009023	77009125	+	103	1	0	0	2	0	0	0	1	1	0	0	0	4	0
droNovLTRK1_LTR 1 229	chrZ	77068495	77068723	+	229	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 692 1195	chrZ	78005083	78005578	-	496	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 1 238	chrZ	78005574	78005811	-	238	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ERV1-1_MUn-I 1685 1737	chrZ	78087179	78087232	+	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRK2a_I 5465 5518	chrZ	78659620	78659670	-	51	0	0	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTR8.inc 4311 4574	chrZ	78777610	78777870	+	261	0	1	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTRK2a_I 1185 1811	chrZ	78778012	78778640	+	629	0	0	1	0	0	0	0	0	0	0	0	0	0	1
droNovLTRK2a_I 2000 2039	chrZ	78778635	78778674	+	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR6.inc 1 1132	chrZ	78778675	78779816	+	1142	2	9	2	1	6	1	3	2	3	2	5	1	0	0
droNovLTR6.inc 2008 2144	chrZ	78779813	78779948	+	136	0	3	0	0	0	0	0	0	0	0	0	1	1	0
droNovLTR6.inc 2386 4213	chrZ	78779949	78781779	+	1831	6	19	4	6	4	2	2	8	9	2	7	8	1	6
droNovLTRK2b_I 1470 1613	chrZ	78781780	78781923	+	144	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4277 4421	chrZ	79195771	79195905	-	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1340 1442	chrZ	79287112	79287224	+	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 326 403	chrZ	79299623	79299713	+	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1673 1737	chrZ	79381295	79381355	-	61	0	0	1	0	2	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 2 82	chrZ	79790294	79790374	+	81	1	0	2	0	0	0	0	0	0	0	0	1	0	0
TguLTR11-Ld_droNov_LTR 675 782	chrZ	79790372	79790499	+	128	0	0	0	0	0	0	0	0	0	0	0	2	1	0
droNovLTRL2_LTR 1 1206	chrZ	80042730	80043380	+	651	0	1	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 14 96	chrZ	80079589	80079607	+	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_PMaj-LTR 1046 1089	chrZ	80203089	80203133	-	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 267	chrZ	80518769	80519078	+	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRK7u 67 115	chrZ	80637987	80638039	-	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 268	chrZ	80824757	80825085	+	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 207 304	chrZ	81119223	81119325	+	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 266 523	chrZ	81119328	81119575	+	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 223 862	chrZ	81691122	81691788	+	667	0	2	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 17 829	chrZ	82212496	82213266	-	771	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 537	chrZ	82248791	82249287	+	497	0	0	0	0	0	0	0	1	0	0	0	0	0	0
corCorLTRK17a_I 4215 4250	chrZ	82407328	82407363	-	36	0	1	0	2	5	1	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 841 969	chrZ	82457889	82458026	+	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-7824.inc 58 93	chrZ	82471606	82471642	+	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn4-97.inc 435 475	chrZ	82682942	82682987	-	46	0	7	0	0	1	1	0	0	2	5	2	2	0	3
